geo_level,geo_id,geo_name,date,metric,value
city,0667000,Los Angeles,2023-01-01,electric_usage,1115.25
city,0667000,Los Angeles,2023-01-01,renewable_share,1264.51
city,4819000,Dallas,2023-01-01,electric_usage,921.23
city,4819000,Dallas,2023-01-01,renewable_share,906.32
city,3651000,New York City,2023-01-01,electric_usage,878.13
city,3651000,New York City,2023-01-01,renewable_share,3774.92
city,0667000,Los Angeles,2023-07-02,electric_usage,1787.82
city,0667000,Los Angeles,2023-07-02,renewable_share,2566.88
city,4819000,Dallas,2023-07-02,electric_usage,835.32
city,4819000,Dallas,2023-07-02,renewable_share,505.71
city,3651000,New York City,2023-07-02,electric_usage,3473.59
city,3651000,New York City,2023-07-02,renewable_share,1850.74
city,0667000,Los Angeles,2023-12-31,electric_usage,3594.88
city,0667000,Los Angeles,2023-12-31,renewable_share,164.05
city,4819000,Dallas,2023-12-31,electric_usage,3174.38
city,4819000,Dallas,2023-12-31,renewable_share,3215.56
city,3651000,New York City,2023-12-31,electric_usage,484.39
city,3651000,New York City,2023-12-31,renewable_share,1729.88
city,0667000,Los Angeles,2024-06-30,electric_usage,2916.8
city,0667000,Los Angeles,2024-06-30,renewable_share,1250.25
city,4819000,Dallas,2024-06-30,electric_usage,4734.89
city,4819000,Dallas,2024-06-30,renewable_share,2796.26
city,3651000,New York City,2024-06-30,electric_usage,4815.07
city,3651000,New York City,2024-06-30,renewable_share,3164.02
city,0667000,Los Angeles,2024-12-29,electric_usage,3474.64
city,0667000,Los Angeles,2024-12-29,renewable_share,3375.39
city,4819000,Dallas,2024-12-29,electric_usage,1475.91
city,4819000,Dallas,2024-12-29,renewable_share,2010.31
city,3651000,New York City,2024-12-29,electric_usage,1496.24
city,3651000,New York City,2024-12-29,renewable_share,636.03
city,0667000,Los Angeles,2025-06-29,electric_usage,1708.39
city,0667000,Los Angeles,2025-06-29,renewable_share,4899.68
city,4819000,Dallas,2025-06-29,electric_usage,2326.95
city,4819000,Dallas,2025-06-29,renewable_share,907.51
city,3651000,New York City,2025-06-29,electric_usage,1682.8
city,3651000,New York City,2025-06-29,renewable_share,1546.22
city,0667000,Los Angeles,2025-12-28,electric_usage,3891.73
city,0667000,Los Angeles,2025-12-28,renewable_share,1577.85
city,4819000,Dallas,2025-12-28,electric_usage,2605.54
city,4819000,Dallas,2025-12-28,renewable_share,4320.79
city,3651000,New York City,2025-12-28,electric_usage,4580.3
city,3651000,New York City,2025-12-28,renewable_share,4878.59
